DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
041000001R,ECROU TOLE M6 X100 SA3GS,Validated,8,8,0,74,COMMANDES CHASSIS,X52,F10436,Fonction,MECANISME DE FREIN DE STATIONNEMENT,Renault,1,Projet,TT,,NA,NA,5,,0RDBA,NA,2,Valide, 	 ,18/01/2016,F10436/AY,NA,,PROTECTEUR MECANISME DE FREIN DE STATIONNEMENT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 041000001R,ECROU TOLE M6 X100 SA3GS,RMU,Renault,00APS,KYC,Renault, 	 ," PCE Pièce, Unité",,,," EXT,SFK",00APS,Officielle," EXT,REV,TAN,UGB,PAL,UPL,BUR,VAL,ORU,UAS,IKO,IPK,MOP,OCM,MAH,RMA,NSA,TOA,RSM,CHN,CAR,AGV,COR,LUT,NB1,MCA,DPE,LHA,NVU,HAM,ORA,WUH,PLS,IZH,SOV,VUC,TCM,BUM,MOT,TKD,SNY",,---,NA,S,71K,64Y,RENAULT SAS DEPOT RLT SOFRAS,5X,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--G,BE,--G,BE,NA,0.004,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,8,Non partagé
474018044R,TUYAU ASSISTANCE FREINAGE,Validated,1,1,0,83,FREINAGE,X52,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,4,Projet,BKL52 / H4B / DG SAUF EURO6,,NA,NA,1,,65500,NA,1,Valide, 	 ,14/06/2012,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," TAN,MOP",0M000,Officielle,,,,BE,,NA,, 	 474018044R,TUYAU ASSISTANCE FREINAGE,BRT,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,TAN",,RS-,NA,T,XPR,,AKWEL TIMISOARA ROMANIA S.R.,13,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.037,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,Non partagé
474018364R,TUYAU ASSISTANCE FREINAGE,Validated,1,1,0,83,FREINAGE,X52,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,26,Projet,BL52 PH2 K4M DP2,,NA,NA,1,,0M000,NA,1,Valide, 	 ,29/09/2016,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 474018364R,TUYAU ASSISTANCE FREINAGE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," CHN,MOP",,RS-,NA,-,300,,VOSS AUTOMOTIVE INDIA PVT LT,2J,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.041,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,Non partagé
474018968R,TUYAU ASSISTANCE FREINAGE,Validated,2,2,0,83,FREINAGE,X52,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,1,Projet,BKL52 / D4F / DG SAUF EURO6,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,12/04/2016,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,UAS,TAN,RMA,MOP",0M000,Officielle,,,,BE,,NA,, 	 474018968R,TUYAU ASSISTANCE FREINAGE,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,RMA,TAN,UAS,ORA",,RS-,NA,-,XPR,,AKWEL TIMISOARA ROMANIA S.R.,U3,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.031,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
474019325R,TUYAU ASSISTANCE FREINAGE,Validated,1,1,0,83,FREINAGE,X79,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,10,Projet,H79 PH2 / K9K / DG SAUF EURO6,,NA,NA,2,,0M000,NA,1,Valide, 	 ,18/12/2013,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 474019325R,TUYAU ASSISTANCE FREINAGE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,NA,-,300,,NOBEL AUTOMOTIVE RUSYA,79,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.029,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,Non partagé
474019333R,TUYAU ASSISTANCE FREINAGE,Validated,1,1,0,83,FREINAGE,X52,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,19,Projet,BKL52  PH2 B4D DG S&S,,NA,NA,1,,0M000,NA,1,Valide, 	 ,10/04/2019,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,RMA,TAN,MOP",0M000,Officielle,,,,BE,,NA,, 	 474019333R,TUYAU ASSISTANCE FREINAGE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,TAN,RMA,ORA",,RS-,NA,-,XPR,,AKWEL TIMISOARA ROMANIA S.R.,9S,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,---,BE,---,BE,NA,0.064,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,Non partagé
474019939R,TUYAU ASSISTANCE FREINAGE,Validated,2,2,0,83,FREINAGE,X52,F10177,Fonction,CIRCUIT DEPRESSION ENTRE MOTEUR ET ASSISTANCE DE FREINAGE,Renault,6,Projet,BKL52 / K9K / DG SAUF EURO6,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,31/07/2015,F10177/AJ,NA,,TUYAU DEPRESSION ADF,8708.3,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,TAN,RMA,MOP",0M000,Officielle,,,,BE,,NA,, 	 474019939R,TUYAU ASSISTANCE FREINAGE,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," TAN,MOP,RMA,COR,ORU,ORA",,RS-,NA,-,300,140,AKWEL TIMISOARA ROMANIA S.R.,23,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.026,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
476600829R,BLOC HYDRAULIQUE ABS,Validated,1,1,0,83,FREINAGE,X52,F10091,Fonction,GROUPE ABS,Renault,1,Projet,BKL52 / SSESP,,NA,NA,9,,0M000,NA,1,Valide, 	 ,04/05/2016,F10091/AA,NA,,GROUPE CALCULATEUR ET REPARTITEUR HYDRAULIQUE ABS,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,MOP,UAS,TOA,IZH,COR,ORA,RMA",0M000,Officielle,,,,BE,,NA,, 	 476600829R,BLOC HYDRAULIQUE ABS,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,RMA,ORA,COR,IZH,TOA,MOP,OCM",,RSE,NA,-,XPR,,ROBERT BOSCH LTDA.,1T,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,QX52009434,,,---,BE,---,BE,NA,1.2,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,Non partagé
476607490R,BLOC HYDRAULIQUE ABS,Refused,1,3,0.3333333333333333,83,FREINAGE,X79,F10091,Fonction,GROUPE ABS,Renault,8,Projet," H79 PH2, PH1' / ABS / SSESP & U79",,NA,NA,12,,0M000,NA,1,Valide, 	 ,08/02/2018,F10091/AA,NA,,GROUPE CALCULATEUR ET REPARTITEUR HYDRAULIQUE ABS,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 476607490R,BLOC HYDRAULIQUE ABS,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,RSE,NA,-,XPR,,ROBERT BOSCH GMBH,E7,476601470R,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,1.2,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,3,
478404398R,SUPPORT BLOC HYDRAULIQUE,Validated,2,2,0,83,FREINAGE,XBB,F10625,Fonction,SUPPORT GROUPE ABS,Renault,1,Projet,BBB,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,13/07/2015,F10625/AA,NA,,SUPPORT GROUPE ABS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0INDE,Officielle,,,,BE,,NA,, 	 478404398R,SUPPORT BLOC HYDRAULIQUE,PIE,Renault,0INDE,KZ4,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,UAS,,P--,NA,-,,,GRUPO COSMOS INDIA PRIVATE L,DG,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.173,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,Non partagé
478406277R,SUPPORT BLOC HYDRAULIQUE,Validated,1,1,0,83,FREINAGE,X52,F10625,Fonction,SUPPORT GROUPE ABS,Renault,1,Projet,BKL52 / ABS SANS ESP / DG,,NA,NA,5,,0RDBA,NA,1,Valide, 	 ,12/06/2015,F10625/AA,NA,,SUPPORT GROUPE ABS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,UAS,RMA,COR,IZH,ORA,TOA,MOP",0RDBA,Officielle,,,,BE,,NA,, 	 478406277R,SUPPORT BLOC HYDRAULIQUE,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65500,Officielle," MOP,TOA,RMA,ORU,IZH,UAS,ORA,COR,VUC,OCM",,---,NA,-,XPR,,GESTAMP BIZKAIA SA,9G,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.316,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,6,Non partagé
478408667R,SUPPORT BLOC HYDRAULIQUE,Validated,2,2,0,83,FREINAGE,X52,F10625,Fonction,SUPPORT GROUPE ABS,Renault,5,Projet,L52 DD ABS SANS ESP,,NA,NA,1,,0M000,NA,1,Valide, 	 ,16/03/2016,F10625/AA,NA,,SUPPORT GROUPE ABS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 478408667R,SUPPORT BLOC HYDRAULIQUE,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle," MOP,CHN",,RS-,NA,-,,,,0Y,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.267,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,7,
479007637R,CAPTEUR VITESSE ROUE AR G,Refused,1,4,0.25,83,FREINAGE,X79,F10480,Fonction,CAPTEUR ABS,Renault,1,Projet,H79 4X2 ABS,,NA,NA,3,,0INDE,NA,7,Valide, 	 ,26/07/2017,F10480/AB,NA,,CAPTEUR ABS AR G,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,OCM,ORU",0RDBA,Officielle,EXT,0M000,Officielle,BE,,NA,, 	 479007637R,CAPTEUR VITESSE ROUE AR G,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,UAS,ORU,OCM,CHN,MOP",,R-E,NA,-,XPR,,ROBERT BOSCH GMBH,AN,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,Initialisation par PDP,,,--B,BE,--B,BE,NA,0.048,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--B,6,
479109155R,CAPTEUR VITESSE ROUE AV,Refused,1,3,0.3333333333333333,83,FREINAGE,X79,F10480,Fonction,CAPTEUR ABS,Renault,1,Projet,H79 4X2 ABS,,NA,NA,3,,0INDE,NA,3,Valide, 	 ,26/07/2017,F10480/AC,NA,,CAPTEUR ABS AV D,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORU,MOP",0RDBA,Officielle,EXT,0M000,Officielle,BE,,NA,, 	 479109155R,CAPTEUR VITESSE ROUE AV,PIE,Renault,9610,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,9610,Officielle," EXT,PAL,UGB,MOP,UAS,COR,ORU,CHN,BUR,RSM,TCM,WUH,VUC",,R-E,NA,-,XPR,,BOSCH SYSTEMES DE FREINAGE S,TC,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,PUL/QX95025149S01,,,--A,BE,--A,BE,NA,0.044,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--A,4,
479323738R,SUPPORT CAPTEUR DOUBLE ESP,Validated,2,2,0,83,FREINAGE,X79,F13548,Fonction,CAPTEUR CONTROLE DE TRAJECTOIRE,Renault,2,Projet,4X4 ABS,,NA,NA,4,,0M000,NA,2,Valide, 	 ,20/07/2012,F13548/AB,NA,,SUPPORT CAPTEUR ACCELERATION TRSV ET VITESSE LACET,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,CHN,ORU,OCM,UAS,MOP",0RDBA,Officielle,,,,BE,,NA,, 	 479323738R,SUPPORT CAPTEUR DOUBLE ESP,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,PLS,UAS,ORU,OCM,CHN,VUC",,---,NA,-,SFM,,SNOP CZ AS,AW,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,H79,,,--A,BE,--A,BE,NA,0.16,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
479381846R,PROTECTEUR CAPTEUR DOUBLE ESP,Validated,2,2,0,83,FREINAGE,X79,F13548,Fonction,CAPTEUR CONTROLE DE TRAJECTOIRE,Renault,2,Projet,4X4 ABS,,NA,NA,4,,0M000,NA,3,Valide, 	 ,20/07/2012,F13548/AE,NA,,PROTECTEUR CAPTEUR ACCELERATION TRANSVERSALE ET VTS LACET,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,CHN,ORU,OCM,UAS,MOP",0RDBA,Officielle,,,,BE,,NA,, 	 479381846R,PROTECTEUR CAPTEUR DOUBLE ESP,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,PLS,UAS,ORU,OCM,CHN,VUC",,---,NA,-,SFM,,SNOP CZ AS,B1,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,NA,0.12,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
479454698R,CAPTEUR ANGLE VOLANT,Validated,2,2,0,83,FREINAGE,X52,F13547,Fonction,CAPTEUR ANGLE VOLANT,Renault,1,Projet," L52,B52,K52",,NA,NA,1,,0M000,NA,1,Valide, 	 ,01/04/2014,F13547/AA,NA,,CAPTEUR ANGLE VOLANT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,IZH,RSPOR,Officielle,,,,BE,,NA,, 	 479454698R,CAPTEUR ANGLE VOLANT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," CHN,IZH",,R-E,NA,-,W7R,,ROBERT BOSCH GMBH,GH,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.069,Calculée,,,Plan de définition obligatoire,Renault,Plan,--A,6,Non partagé
479502628R,CAPTEUR VITESSE ROUE AR,Validated,3,3,0,83,FREINAGE,X52,F10480,Fonction,CAPTEUR ABS,Renault,2,Projet,B52 RS MSU PHASE 1 & 2 .,,NA,NA,4,,RSPOR,NA,3,Valide, 	 ,09/03/2018,F10480/AA,NA,,CAPTEUR ABS AR D,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,RSPOR,Officielle,,,,BE,,NA,, 	 479502628R,CAPTEUR VITESSE ROUE AR,PIE,Renault,RSPOR,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,RSPOR,Officielle,UAS,,R-E,NA,-,XQL,,CONTINENTAL AUTOMOTIVE HUNGA,UG,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,pour B52 RS MSU & L52 RS Russie,,,--B,BE,--B,BE,NA,0.036,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--B,3,
479505873R,CAPTEUR VITESSE ROUE AR D,Refused,1,4,0.25,83,FREINAGE,X79,F10480,Fonction,CAPTEUR ABS,Renault,1,Projet,H79 4X2 ABS,,NA,NA,3,,0INDE,NA,6,Valide, 	 ,26/07/2017,F10480/AA,NA,,CAPTEUR ABS AR D,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,OCM,ORU",0RDBA,Officielle,EXT,0M000,Officielle,BE,,NA,, 	 479505873R,CAPTEUR VITESSE ROUE AR D,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,UAS,ORU,OCM,CHN,MOP",,R-E,NA,-,XPR,,ROBERT BOSCH GMBH,PD,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,Initialisation par PDP,,,--B,BE,--B,BE,NA,0.048,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--B,6,
479703074R,COURONNE MAGNETIQUE,Validated,2,2,0,88,MONTAGE DE ROUE,X52,F10159,Fonction,CIBLE CAPTEUR ABS,Renault,1,Projet,BL52 PH 1 & 2 - MT8' / SAUF B52 RS MSU F4R .,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,28/09/2018,F10159/AA,NA,,CIBLE CAPTEUR ABS,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,," MEP,TOA",0M000,Officielle,EXT,0RDBA,Officielle,BE,,NA,, 	 479703074R,COURONNE MAGNETIQUE,PIE,Renault,0OYAK,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,ACR,REV,OCM,MEP,ACV,ACI,BUM,TOA,TKD,RMA",,P--,NA,-,XUS,,NTN-SNR ROULEMENTS SA,4W,,Oui,NA,NA,Non définie,Non définie,QX44004965,,,--A,BE,--A,BE,NA,0.036,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
479704502R,CIBLE ABS,Validated,4,4,0,88,MONTAGE DE ROUE,X52,F10159,Fonction,CIBLE CAPTEUR ABS,Renault,2,Projet,BKL52 - MT9',,NA,NA,4,,0M000,NA,1,Valide, 	 ,24/05/2013,F10159/AA,NA,,CIBLE CAPTEUR ABS,9029.9,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,MEP,0M000,Officielle,,,,BE,,NA,, 	 479702843R,COURONNE MAGNETIQUE,PIE,Renault,0M000,KY2,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,MEP,CAC,CHN,TOA,ACI,ACR,BUM,UAS",,P--,NA,-,XUR,,NTN-SNR ROULEMENTS SA,Y8,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,QX79000828 ET QX79004450,,,---,BE,---,BE,NA,0.043,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--C,9,Non partagé
483825077R,ECRAN THERMIQUE BOITIER DIRECTION,Validated,3,3,0,71,ECHAPPEMENT - POT CATALYTIQUE,X79,F10869,Fonction,PROTECTION THERMIQUE DE DIRECTION,Renault,1,Projet,TR 4X2 AVEC DAG,,NA,NA,1,,65150,NA,1,Valide, 	 ,09/07/2010,F10869/AA,NA,,ECRAN THERMIQUE DE BOITIER DE DIRECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,VUC,ORU,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 483825077R,ECRAN THERMIQUE BOITIER DIRECTION,PIE,Renault,65110,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65150,Officielle," MOP,PLS,UAS,ORU,VUC,OCM",,---,NA,-,UF0,,CARCOUSTICS SLOVAKIA NOVAKY.,7S,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--C,BE,--C,BE,NA,0.04,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--C,4,Non partagé
483825110R,ECRAN THERMIQUE BOITIER DIRECTION,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,X79,F10869,Fonction,PROTECTION THERMIQUE DE DIRECTION,Renault,8,Projet," TR 4X2 / DD/ K4M, K9K,H4M",,NA,NA,1,,0M000,NA,3,Valide, 	 ,29/07/2013,F10869/AB,NA,,PROLONGATEUR D' ECRAN THERMIQUE DE DIRECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,CHN",0M000,Officielle,,,,BE,,NA,, 	 483825110R,ECRAN THERMIQUE BOITIER DIRECTION,PIE,Renault,65150,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,CHN",,---,NA,-,,,UNIPRODUCTS INDIA LTD.,J3,483825077R,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--C,BE,--C,BE,NA,0.096,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--C,5,
483825185R,ECRAN THERMIQUE BOITIER DIRECTION,Validated,1,1,0,71,ECHAPPEMENT - POT CATALYTIQUE,X79,F10869,Fonction,PROTECTION THERMIQUE DE DIRECTION,Renault,9,Projet," TR 4X4 / DD/ K9K,H4M",,NA,NA,1,,0M000,NA,3,Valide, 	 ,29/07/2013,F10869/AB,NA,,PROLONGATEUR D' ECRAN THERMIQUE DE DIRECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,CHN",0M000,Officielle,,,,BE,,NA,, 	 483825185R,ECRAN THERMIQUE BOITIER DIRECTION,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," CHN,MOP",,---,NA,-,UF0,,UNIPRODUCTS INDIA LTD.,8N,483820013R,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,---,BE,---,BE,NA,0.04,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,4,Non partagé
483827770R,ECRAN THERMIQUE BOITIER DIRECTION,Validated,1,1,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,F10869,Fonction,PROTECTION THERMIQUE DE DIRECTION,Renault,6,Projet,DIRECTION A GAUCHE AVEC MOTEUR (H4M+H4D+H4B+B4D+D4F/DA),,NA,NA,1,,65110,NA,1,Valide, 	 ,13/01/2017,F10869/AA,NA,,ECRAN THERMIQUE DE BOITIER DE DIRECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,TOA,MOP",0M000,Officielle,,,,BE,,NA,, 	 483827770R,ECRAN THERMIQUE BOITIER DIRECTION,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65110,Officielle," MOP,ORA,TOA,TKD,OCM",,---,NA,-,UF0,,AUTONEUM ERKURT OTOMOTIV YAN,V8,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.07,Pesée pièce proto,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,Non partagé
483828592R,ECRAN THERMIQUE BOITIER DIRECTION,Validated,2,2,0,71,ECHAPPEMENT - POT CATALYTIQUE,X52,F10869,Fonction,PROTECTION THERMIQUE DE DIRECTION,Renault,4,Projet,DIRECTION A GAUCHE AVEC K9K*EURO5/6,,NA,NA,2,,0M000,NA,1,Valide, 	 ,13/01/2017,F10869/AA,NA,,ECRAN THERMIQUE DE BOITIER DE DIRECTION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,MOP",0M000,Officielle,,,,BE,,NA,, 	 483828592R,ECRAN THERMIQUE BOITIER DIRECTION,PIE,Renault,65110,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65110,Officielle," MOP,ORU,UAS,COR",,---,NA,-,UFO,870,AUTONEUM FRANCE SASU,NC,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--A,BE,--A,BE,NA,0.059,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--A,2,Non partagé
