DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
100030865,RENFORT AR TETE ESSIEU G,Refused,5,7,0.7142857142857143,86,ESSIEU AR,X79,F15652,Fonction,SUPPORT D' ELEMENT TOURNANT DU TRAIN AR,Renault,3,Projet,4X2,,NA,NA,8,MEP,0M000,NA,5,Valide, 	 ,08/03/2018,F15652/AE,NA,,RENFORT LAT DE TETE ESSIEU AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MEP,0M000,Officielle,,,,BE,,NA,, 	 555178428R,RENFORT AR TETE ESSIEU D,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",MEP,0M000,Officielle,,,," EXT,MEP,TOA",,---,NA,D,,,AUTOMOBILE DACIA S.A. ACHATS,9F,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.44,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--K,10,
2D0031605P,GARNITURE PANNEAU PORTE AV D,Refused,2,4,0.5,62,HABILLAGE INTERIEUR,X79,F10360,Fonction,GARNITURE DE PANNEAU DE PORTE AV,Renault,87,Projet,H79 IND ENPG04 E1,,NA,NA,1,CHN,0INDE,NA,1,Valide, 	 ,20/04/2018,F10360/AA,NA,,GARNITURE DE PANNEAU DE PORTE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 809009303R,GARNITURE PANNEAU PORTE AV D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RQ-,NA,-,,,,VY,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,2.46,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,
2D0031616P,GARNITURE PANNEAU PORTE AR D,Validated,1,1,0,62,HABILLAGE INTERIEUR,X79,F10359,Fonction,GARNITURE DE PANNEAU DE PORTE AR,Renault,90,Projet,H79 IND ENPG04 E1,,NA,NA,1,CHN,0INDE,NA,1,Valide, 	 ,20/04/2018,F10359/AC,NA,,GARNITURE DE PANNEAU PORTE AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 829A05227R,GARNITURE PANNEAU PORTE AR D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RQ-,NA,-,,,,7E,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,1.655,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0031617P,HAUT-PARLEUR TWEETER,Validated,1,1,0,95,MULTIMEDIA ET AFFICHAGES,XHA,F10386,Fonction,HAUT PARLEUR DE PLANCHE DE BORD,Renault,5,Projet,HHA PH2 RUSSIE TWEETER SON PREMIUM,,NA,NA,1,,0RDBA,NA,2,Valide, 	 ,30/10/2018,F10386/AE,NA,,HAUT PARLEUR AIGU D DE PLANCHE DE BORD,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0RDBA,Officielle,,,,BE,,NA,, 	 281485531R,HAUT-PARLEUR TWEETER,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,ORU,VAL,BUR,REV,RSM,UGB,PAL,ORA,UAS",,R-E,NA,-,WKR,,BOSE AUTOMOTIVE GMBH,R4,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.051,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0031623P,AUTORADIO,Validated,1,1,0,95,MULTIMEDIA ET AFFICHAGES,XBB,F10523,Fonction,RADIO,Renault,1,Projet,BBB RAD16F,,NA,NA,3,,0RDBA,NA,1,Valide, 	 ,11/10/2018,F10523/AN,NA,,RECEPTEUR RADIO,8527.21,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 281150131R,AUTORADIO,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,R-E,NA,-,WKR,,,86,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--D,BE,--D,BE,NA,0.5,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--D,11,
2D0031627P,BADGE CMFB,Validated,1,1,0,31,ACCES - PROTECTION VEHICULE,XHA,F13389,Fonction,OUVERTURE ET DEMARRAGE AVEC BADGE,Renault,6,Projet,HHA PH2,,NA,NA,2,,0RDBA,NA,9,Valide, 	 ,23/05/2019,F13389/BI,NA,,COQUILLE BADGE SECONDAIRE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 285C71195R,COQUILLE BADGE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65400,Officielle," MOP,UPL,BUR,REV,PAL,RSM,CHN,WUH,UGB,ORU,VAL,UAS,ORA,LHA,OCM,MCA",,---,NA,-,,,CONTINENTAL AUTOMOTI. FRANCE,NF,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.008,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0031649P,ABSORBANT ACOUSTIQUE TABLIER,Refused,2,3,0.6666666666666666,62,HABILLAGE INTERIEUR,XBB,F10004,Fonction,ABSORBANT DE TABLIER,Renault,2,Projet,BBB,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,15/06/2018,F10004/AA,NA,,ABSORBANT TABLIER,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 679002045R,ABSORBANT ACOUSTIQUE TABLIER,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,RS-,NA,-,,,TREVES DO BRASIL LTDA,B9,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.295,Pesée pièce proto,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,
2D0031804P,PNEUMATIQUE 215/60 R 17 96H,Validated,1,1,0,84,ROUES - PNEUMATIQUES - ENJOLIVEURS,X79,F12828,Fonction,PNEUMATIQUE,Renault,28,Projet,H79 BS6 RALU17,,NA,NA,1,CHN,0INDE,NA,1,Valide, 	 ,19/06/2019,F12828/AA,NA,,PNEUMATIQUE,4011.1,NA,Fournisseur,NA,NA,NA,NA,NA,NA,4,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 403127640R,PNEUMATIQUE 215/60 R 17 96 H,PIE,Renault,0INDE,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RS-,NA,-,,,,84,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,NA,11.1,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,1,
2D0031808P,ANNEAU BOITIER TRAPPE CARBURANT,Validated,1,1,0,13,TOLERIE OUVRANTS,XHA,F10682,Fonction,TRAPPE A CARBURANT,Renault,1,Projet,HHA,,NA,NA,5,,1RDBA,NA,3,Valide, 	 ,12/06/2017,F10682/AX,NA,,ANNEAU BOITIER TRAPPE A CARBURANT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORU,UAS",1RDBA,Officielle,,,,BE,,NA,, 	 788450065R,ANNEAU BOITIER TRAPPE CARBURANT,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",UAS,0P000,Officielle,EXT,0M000,Officielle," CHN,ORU,UAS,MBR",,R--,NA,-,300,,MAIER CZ S.R.O,X4,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,0.026,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0031817P,TABLEAU BORD,Refused,2,3,0.6666666666666666,95,MULTIMEDIA ET AFFICHAGES,X79,F10668,Fonction,TABLEAU BORD,Renault,AV,Projet,H79 PH3 E1 INDE,,NA,NA,1,CHN,0INDE,NA,1,Valide, 	 ,06/04/2018,F10668/AA,NA,,TABLEAU BORD,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 248101350R,TABLEAU BORD,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R-E,NA,-,WER,,,WS,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.62,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,3,
2D0031876P,BAC RANGEMENT PORTE COFFRE,Validated,1,1,0,62,HABILLAGE INTERIEUR,X52,F10071,Fonction,RANGEMENT DE ROUE DE SECOURS,Renault,1,Projet," B52, L52, K52, JL, JW, RSGALT",,NA,NA,2,,0M000,NA,1,Valide, 	 ,20/11/2018,F10071/AB,NA,,BAC 1 RANGEMENT ROUE SECOURS,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,TAN",0M000,Officielle,,,,BE,,NA,, 	 849B83649R,BAC RANGEMENT PORTE COFFRE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,MOP",,RS-,NA,-,,,RONERA RUBBER,18,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,0.452,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0032011P,SAC GONFLABLE PASSAGER 1ERE RNG,Validated,1,1,0,61,SYSTEMES DE SECURITE,X79,F10595,Fonction,SAC GONFLABLE PASSAGER AV,Renault,20,Projet,H79 PH2 INDE 4X2,,NA,NA,2,CHN,0INDE,NA,1,Valide, 	 ,20/05/2016,F10595/AD,NA,,SAC GONFLABLE PASSAGER AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 985253343R,SAC GONFLABLE PASSAGER 1ERE RNG,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RSE,NA,-,YKR,,TRW AUTOMOTIVE SAFETY SYSTEM,JG,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,1.817,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032066P,ISOLANT TABLIER,Validated,1,1,0,62,HABILLAGE INTERIEUR,XBB,F10406,Fonction,ISOLATION DE TABLIER,Renault,2,Projet,BBB,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,15/06/2018,F10406/AA,NA,,ISOLANT 1 DE TABLIER,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 679001853R,ISOLANT TABLIER,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,RQ-,NA,-,,,COPLAC TEXTIL AUTOMOT. SYSTE,GY,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,5.8,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032142P,CLIMATISEUR CA RGLE,Validated,1,1,0,52,CHAUFFAGE - CLIMATISATION,XHA,F10093,Fonction,BOITIER DE CA,Renault,1,Projet,HHA CA,,NA,NA,4,,0RDBA,NA,1,Valide, 	 ,08/06/2017,F10093/AA,NA,,BLOC DE CHAUFFAGE ET CLIMATISATION,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0RDBA,Officielle,,,,BE,,NA,, 	 272706484R,CLIMATISEUR CA MNL,PIE,Renault,1RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,ORU,,R-E,NA,-,WHR,,VALEO SERVICE LLC,R8,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,6.7,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032145P,LECTEUR BADGE HFM L2,Validated,1,1,0,31,ACCES - PROTECTION VEHICULE,XHA,F13389,Fonction,OUVERTURE ET DEMARRAGE AVEC BADGE,Renault,6,Projet,HHA PH2,,NA,NA,2,,0RDBA,NA,2,Valide, 	 ,23/05/2019,F13389/AB,NA,,LECTEUR DE BADGE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 285903107R,LECTEUR BADGE HFM L2,PIE,Renault,0M000,KZ4,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,ORU,CHN,OCM,MOP",,R-E,NA,-,WGZ,,CONTINENTAL AUTOMOTI. FRANCE,S6,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,0.142,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032162P,PARE-SOLEIL G,Refused,2,4,0.5,62,HABILLAGE INTERIEUR,X52,F10469,Fonction,PARE-SOLEIL AV,Renault,11,Projet," CURITIBA VP - E1, E2",,NA,NA,5,,0RDBA,NA,2,Valide, 	 ,07/03/2019,F10469/AD,NA,,PARE-SOLEIL G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 964019281R,PARE-SOLEIL G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,RS-,NA,-,PPU,,SUNVISOR BRASIL MONT. AUT. L,YX,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,NA,0.353,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,
2D0032165P,PARE-SOLEIL G,Refused,3,5,0.6,62,HABILLAGE INTERIEUR,X52,F10469,Fonction,PARE-SOLEIL AV,Renault,10,Projet,CURITIBA VP - L52,,NA,NA,4,,0RDBA,NA,2,Valide, 	 ,07/03/2019,F10469/AD,NA,,PARE-SOLEIL G,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 964013054R,PARE-SOLEIL G,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,RS-,NA,-,PPU,,SUNVISOR BRASIL MONT. AUT. L,PS,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,NA,0.278,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,5,
2D0032166P,PARE-SOLEIL D,Refused,2,4,0.5,62,HABILLAGE INTERIEUR,X52,F10469,Fonction,PARE-SOLEIL AV,Renault,10,Projet,CURITIBA VP - L52,,NA,NA,4,,0RDBA,NA,1,Valide, 	 ,07/03/2019,F10469/AC,NA,,PARE-SOLEIL D,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 964001542R,PARE-SOLEIL D,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,RS-,NA,-,PPU,,SUNVISOR BRASIL MONT. AUT. L,B2,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,NA,0.329,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,4,
2D0032223P,GARNITURE PANNEAU PORTE AV D,Refused,1,2,0.5,62,HABILLAGE INTERIEUR,XHA,F10360,Fonction,GARNITURE DE PANNEAU DE PORTE AV,Renault,30,Projet,HHA MY19,,NA,NA,1,,0INDE,NA,2,Valide, 	 ,14/08/2018,F10360/AA,NA,,GARNITURE DE PANNEAU DE PORTE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 809006896R,GARNITURE PANNEAU PORTE AV D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RQ-,NA,-,,,,Z6,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,2.64,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0032224P,GARNITURE PANNEAU PORTE AR D,Refused,1,2,0.5,62,HABILLAGE INTERIEUR,XHA,F10359,Fonction,GARNITURE DE PANNEAU DE PORTE AR,Renault,24,Projet,HHA MY19,,NA,NA,1,,0INDE,NA,1,Valide, 	 ,14/08/2018,F10359/AC,NA,,GARNITURE DE PANNEAU PORTE AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 829A04536R,GARNITURE PANNEAU PORTE AR D,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,RQ-,NA,-,,,,MD,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,2.05,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0032261P,RESSORT SUSPENSION AR,Refused,4,5,0.8,85,SUSPENSIONS - FILTRATION,X52,F15655,Fonction,RESSORT DE SUSPENSION AR,Renault,56,Projet,BL52 CVTX BRESIL/COLOMBIA ET LCROSS COLOMBIA,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,26/04/2018,F15655/AA,NA,,RESSORT DE SUSPENSION AR D,7320.2,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 550202492R,RESSORT SUSPENSION AR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle," UAS,OCM",,R--,NA,-,XNM,,ALLEVARD MOLAS DO BRASIL LTD,N1,,Oui,NA,NA,Prestations Véhicules et Organes,Résolution pb Qualité - Fiab / LUP QC / SdF / SGP,,,,---,BE,---,BE,NA,2.12,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,5,
2D0032450P,PLATINE LEVE-VITRE ELECTRIQUE PSG,Refused,1,2,0.5,62,HABILLAGE INTERIEUR,XHA,F10488,Fonction,FERMETURE INT DE PORTE AR,Renault,1,Projet,XHA,,NA,NA,4,,0RDBA,NA,1,Valide, 	 ,06/09/2017,F10488/AE,NA,,BOITIER DE PREHENSION DE PORTE AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 254115864R,PLATINE LEVE-VITRE ELECTRIQUE PSG,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,R--,NA,-,320,,SIMOLDES PLASTICOS DO BRASIL,AD,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.074,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
2D0032538P,COIFFE DOSSIER SIEGE AR 2/3,Validated,1,1,0,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,BZ,Projet,H79 RUSSIA LE19,,NA,NA,2,ORU,0M000,NA,26,Valide, 	 ,26/06/2018,F10601/BQ,NA,,GARNITURE DE DOSSIER G SIEGE 2EME RNG,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 886201169R,COIFFE DOSSIER SIEGE AR 2/3,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,NA,-,,,MARTUR AUTO. SEATING AND INT,ZM,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,---,BE,---,BE,NA,0.6,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,1,
2D0032548P,COIFFE COUSSIN SIEGE AR,Validated,1,1,0,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,BZ,Projet,H79 RUSSIA LE19,,NA,NA,2,ORU,0M000,NA,4,Valide, 	 ,26/06/2018,F10601/BR,NA,,GARNITURE DE COUSSIN SIEGE 2EME RNG,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 883200953R,COIFFE COUSSIN SIEGE AR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,NA,-,,,MARTUR AUTO. SEATING AND INT,7V,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Changement de fournisseur,,,,---,BE,---,BE,NA,0.4,Calculée,,,Plan de définition obligatoire,Renault,Plan,---,1,
2D0032619P,2DN839336R,Validated,1,1,0,84,ROUES - PNEUMATIQUES - ENJOLIVEURS,X52,F10591,Fonction,ROUE DE SECOURS,Renault,2,Projet,ROUE TOLE 6 J 15 4 40 NOIR / PH1,,NA,NA,11,,0RDBA,NA,2,Valide, 	 ,06/09/2016,F10591/AA,NA,,INSCRIPTION 1 DE ROUE DE SECOURS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 7700813914,ETIQUETTE ROUE SECOURS,PIE,Renault,65500,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65510,Officielle," EXT,DPE,UGB,UPL,BUR,VAL,REV,MCA,RSM,UAS,MOP,CKR,NSA,RMA,TAN,ORA,IPK,VUC",,R--,NA,-,YJ0,41L,LUCHARD - DECALCOLUX S.A,3Y,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--G,BE,--G,BE,NA,0.001,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,---,1,
2D0032636P,APPUI TETE SIEGE CTL,Validated,1,1,0,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,BZ,Projet,H79 RUSSIA LE19,,NA,NA,2,ORU,0M000,NA,31,Valide, 	 ,26/06/2018,F10601/AA,NA,,APPUI TETE DE SIEGE CENTRAL 2EME RANGEE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 864600671R,APPUI TETE SIEGE CTL,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RQ-,NA,-,,,MARTUR AUTO. SEATING AND INT,4N,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.67,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032641P,APPUI-TETE ASS,Validated,1,1,0,63,SIEGES,X79,F10601,Fonction,SIEGE 2EME RANGEE,Renault,BZ,Projet,H79 RUSSIA LE19,,NA,NA,2,ORU,0M000,NA,32,Valide, 	 ,26/06/2018,F10601/AO,NA,,APPUI TETE DE SIEGE 2EME RANGEE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,ORU,0M000,Officielle,,,,BE,,NA,, 	 864005775R,APPUI-TETE ASS,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RS-,NA,*,,,MARTUR AUTO. SEATING AND INT,GE,,Non,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.455,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,---,1,
2D0032765P,BVA ASS FK0 005,Refused,1,2,0.5,B1,BOITE DE VITESSE,XHA,ASS001033,Fonction,BOITE DE VITESSES ASS,Renault,21,Projet,FK0*005 - H5H,,NA,NA,1,,31MAA,NA,1,Valide, 	 ,21/05/2019,ASS001033,NA,,BOITE DE VITESSES ASS,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU",31MAA,Officielle,,,,BE,,NA,, 	 320107380R,BVA ASS FK0 005,BOI,Renault,31LOS,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,31LOS,Officielle," ORU,OCM,UAS",,RS-,NA,K,,,JATCO MEXICO SA DE CV,RE,,Oui,NA,NA,Gestion Documentaire,Assemblé,,,,--A,BE,--A,BE,NA,90.1,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,---,2,
